"Cluster","Mes","Tratamiento","N_Simulaciones","N_Ventas","Tasa_Curse","Tasa_Promedio","Monto_Promedio","Plazo_Promedio","Tasa_Prom","Revenue_Potencial"
"Renta Media","2021-11","Ejecutivo=1, Correos=1",4419,1461,33.0617786829599,1.76273273714974,3560217.53247341,27.5784114052953,0.0176273273714974,1411171141.71394
"Renta Media","2021-11","Ejecutivo=1, Correos=2",26187,8514,32.512315270936,1.74751164217072,3585607.28418681,27.5244587008821,0.0174751164217072,8189094355.51564
"Renta Media","2021-12","Ejecutivo=0, Correos=0",3072,1082,35.2213541666667,1.74903656861753,3514802.50585938,27.5511067708333,0.0174903656861753,1022137222.99547
"Renta Media","2021-12","Ejecutivo=0, Correos=1",3570,1267,35.4901960784314,1.74404979091478,3397251.13669468,27.2703081232493,0.0174404979091478,1141151327.34262
"Renta Media","2021-12","Ejecutivo=0, Correos=2",2957,1035,35.0016909029422,1.75651854517823,3443370.9181603,27.5512343591478,0.0175651854517823,962256555.493415
"Renta Media","2021-12","Ejecutivo=0, Correos=3",7597,2495,32.8419112807687,1.75652049511726,3488879.75240226,27.5799657759642,0.0175652049511726,2352847931.67999
"Renta Media","2021-12","Ejecutivo=0, Correos=4",12449,4267,34.2758454494337,1.74781320292229,3470391.04667042,27.3876616595711,0.0174781320292229,3952530693.82562
"Renta Media","2021-12","Ejecutivo=1, Correos=0",3938,1301,33.0370746571864,1.74573908642817,3593794.58633824,27.479939055358,0.0174573908642817,1250745572.06554
"Renta Media","2021-12","Ejecutivo=1, Correos=1",4372,1455,33.2799634034767,1.74716413199692,3559804.2605215,27.2799634034767,0.0174716413199692,1376308728.12256
"Renta Media","2021-12","Ejecutivo=1, Correos=2",26276,8815,33.5477241589283,1.7460137683767,3559733.78718222,27.4537220277059,0.017460137683767,8387280834.10752
"Renta Media","2022-01","Ejecutivo=0, Correos=0",3075,1059,34.4390243902439,1.74626167690901,3445968.05658537,27.4868292682927,0.0174626167690901,976782027.774985
"Renta Media","2022-01","Ejecutivo=0, Correos=1",3586,1169,32.5989960959286,1.74665878634635,3518437.4829894,27.4899609592861,0.0174665878634635,1101315562.59127
"Renta Media","2022-01","Ejecutivo=0, Correos=2",2964,1015,34.2442645074224,1.75327428357942,3491993.7351552,27.4568151147099,0.0175327428357942,951698443.903663
"Renta Media","2022-01","Ejecutivo=0, Correos=3",7586,2636,34.7482204060111,1.75276948267616,3499315.6961508,27.5141049301345,0.0175276948267616,2481385595.58904
"Renta Media","2022-01","Ejecutivo=0, Correos=4",12338,4282,34.7057869995137,1.74640096367865,3482628.44577727,27.5205868049927,0.0174640096367865,3997003526.72881
"Renta Media","2022-01","Ejecutivo=1, Correos=0",3874,1274,32.8859060402685,1.75579211962701,3577776.41584925,27.4081053175013,0.0175579211962701,1223513698.35059
"Renta Media","2022-01","Ejecutivo=1, Correos=1",4242,1411,33.2626119754833,1.74795416567931,3597431.21334276,27.4429514380009,0.0174795416567931,1357812959.12508
"Renta Media","2022-01","Ejecutivo=1, Correos=2",26107,8755,33.5350672233501,1.74512604012205,3560945.34952312,27.5337648906424,0.0174512604012205,8353696824.64701
"Renta Media","2022-02","Ejecutivo=0, Correos=0",2934,999,34.0490797546012,1.75498272446225,3469837.96284935,27.3800272665303,0.0175498272446225,929019272.038079
"Renta Media","2022-02","Ejecutivo=0, Correos=1",3466,1157,33.3814195037507,1.74357613496825,3596702.40796307,27.3946912867859,0.0174357613496825,1108154892.24071
"Renta Media","2022-02","Ejecutivo=0, Correos=2",2911,970,33.3218825145998,1.75473371425054,3519314.89213329,27.5585709378221,0.0175473371425054,920967236.160895
"Renta Media","2022-02","Ejecutivo=0, Correos=3",7731,2656,34.3551933773121,1.75204965170901,3462451.02276549,27.411201655672,0.0175204965170901,2463187989.84794
"Renta Media","2022-02","Ejecutivo=0, Correos=4",12481,4180,33.4909061773896,1.75428318738069,3434873.61741848,27.5225542825094,0.0175428318738069,3867161677.43018
"Renta Media","2022-02","Ejecutivo=1, Correos=0",3978,1285,32.3026646556058,1.75539057509798,3533410.38360985,27.5198592257416,0.0175539057509798,1223634136.81311
"Renta Media","2022-02","Ejecutivo=1, Correos=1",4350,1445,33.2183908045977,1.75202001008625,3547169.32689655,27.5471264367816,0.0175202001008625,1379931605.27933
"Renta Media","2022-02","Ejecutivo=1, Correos=2",26073,8646,33.1607409964331,1.74578985196068,3580030.21098454,27.5036244390749,0.0174578985196068,8287855298.89143
"Renta Media","2022-03","Ejecutivo=0, Correos=0",2911,974,33.4592923394023,1.74906956939702,3447287.31672965,27.6406733081415,0.0174906956939702,905502716.640914
"Renta Media","2022-03","Ejecutivo=0, Correos=1",3504,1194,34.0753424657534,1.7525063116296,3465140.45633562,27.4600456621005,0.017525063116296,1110540791.58222
"Renta Media","2022-03","Ejecutivo=0, Correos=2",3026,1039,34.33575677462,1.74892791678419,3394941.83641771,27.4025115664243,0.0174892791678419,942676023.392739
"Renta Media","2022-03","Ejecutivo=0, Correos=3",7726,2634,34.0926740874968,1.76095973402419,3448934.10199327,27.4491327983433,0.0176095973402419,2450003734.5453
"Renta Media","2022-03","Ejecutivo=0, Correos=4",12382,4144,33.4679373283799,1.75226075267819,3459556.71870457,27.5160717170086,0.0175226075267819,3855700332.12796
"Renta Media","2022-03","Ejecutivo=1, Correos=0",3978,1359,34.1628959276018,1.75032057115128,3576801.88386124,27.4600301659125,0.0175032057115128,1302997687.98173
"Renta Media","2022-03","Ejecutivo=1, Correos=1",4373,1397,31.9460324719872,1.74475391254862,3586407.27715527,27.4621541276012,0.0174475391254862,1338568113.80467
"Renta Media","2022-03","Ejecutivo=1, Correos=2",25923,8462,32.642826833314,1.7488652614825,3584051.53909656,27.4893723720248,0.017488652614825,8131516018.79831
"Renta Media","2022-04","Ejecutivo=0, Correos=0",2986,1002,33.556597454789,1.75130848359961,3526948.46651038,27.5,0.0175130848359961,949322846.207234
"Renta Media","2022-04","Ejecutivo=0, Correos=1",3516,1228,34.9260523321957,1.73955999677896,3464137.20335609,27.5466439135381,0.0173955999677896,1136521169.93024
"Renta Media","2022-04","Ejecutivo=0, Correos=2",2989,1058,35.3964536634326,1.73383559792727,3463994.45767815,27.5720976915356,0.0173383559792727,976634938.368605
"Renta Media","2022-04","Ejecutivo=0, Correos=3",7550,2747,36.3841059602649,1.73889959730029,3516611.37642384,27.565298013245,0.0173889959730029,2581640975.73449
"Renta Media","2022-04","Ejecutivo=0, Correos=4",12470,4232,33.9374498797113,1.74767663719344,3453212.37097033,27.4971130713713,0.0174767663719344,3916555257.75579
"Renta Media","2022-04","Ejecutivo=1, Correos=0",3937,1258,31.9532639065278,1.75576472719539,3554469.62484125,27.5209550419101,0.0175576472719539,1205387872.29309
"Renta Media","2022-04","Ejecutivo=1, Correos=1",4322,1411,32.6469227209625,1.74948799171827,3635430.0532161,27.514113836187,0.0174948799171827,1377139685.24511
"Renta Media","2022-04","Ejecutivo=1, Correos=2",25947,8466,32.6280494854897,1.75158635040753,3565129.02266158,27.4499942189849,0.0175158635040753,8093826618.38536
"Renta Media","2022-05","Ejecutivo=0, Correos=0",3093,1050,33.9476236663434,1.73930919787813,3560599.04203039,27.4969285483349,0.0173930919787813,996816984.027344
"Renta Media","2022-05","Ejecutivo=0, Correos=1",3583,1206,33.6589450181412,1.74173632477817,3486482.27518839,27.5701925760536,0.0174173632477817,1125860997.56941
"Renta Media","2022-05","Ejecutivo=0, Correos=2",3034,1022,33.6849044166117,1.75416278354692,3474802.4525379,27.5329597890574,0.0175416278354692,956808105.389211
"Renta Media","2022-05","Ejecutivo=0, Correos=3",7479,2504,33.480411819762,1.75280620563132,3433384.88033159,27.5820296831127,0.0175280620563132,2318697385.40434
"Renta Media","2022-05","Ejecutivo=0, Correos=4",12620,4368,34.6117274167987,1.74269171510746,3473841.6481775,27.4698098256735,0.0174269171510746,4049985033.87662
"Renta Media","2022-05","Ejecutivo=1, Correos=0",4030,1288,31.9602977667494,1.75556426935669,3570224.05359802,27.47841191067,0.0175556426935669,1237462707.45641
"Renta Media","2022-05","Ejecutivo=1, Correos=1",4374,1470,33.6076817558299,1.74616392805554,3596682.44764518,27.324874256973,0.0174616392805554,1406439958.2625
"Renta Media","2022-05","Ejecutivo=1, Correos=2",26105,8534,32.6910553533806,1.75259152505727,3556355.27780119,27.4409117027389,0.0175259152505727,8140958203.54232
"Renta Media","2022-06","Ejecutivo=0, Correos=0",3033,1013,33.3992746455654,1.74331744546677,3466524.54038905,27.6320474777448,0.0174331744546677,943377670.811929
"Renta Media","2022-06","Ejecutivo=0, Correos=1",3498,1168,33.390508862207,1.75490578669574,3506499.25728988,27.3393367638651,0.0175490578669574,1095912930.13567
"Renta Media","2022-06","Ejecutivo=0, Correos=2",2964,1036,34.9527665317139,1.71815613349184,3482118.86707153,27.4493927125506,0.0171815613349184,947646763.949731
"Renta Media","2022-06","Ejecutivo=0, Correos=3",7601,2608,34.3112748322589,1.74530649415795,3454445.26114985,27.5972898302855,0.0174530649415795,2420082049.26258
"Renta Media","2022-06","Ejecutivo=0, Correos=4",12262,4142,33.7791551133583,1.74270302859335,3475211.57600718,27.5141901810471,0.0174270302859335,3848421422.34118
"Renta Media","2022-06","Ejecutivo=1, Correos=0",3909,1270,32.4891276541315,1.75387925680284,3580847.81273983,27.4095676643643,0.0175387925680284,1219364166.83983
"Renta Media","2022-06","Ejecutivo=1, Correos=1",4314,1388,32.1743161798795,1.73757642157707,3575271.05748725,27.5908669448308,0.0173757642157707,1326403155.22506
"Renta Media","2022-06","Ejecutivo=1, Correos=2",26402,8760,33.1793045981365,1.74881473005354,3567724.89947731,27.5305658662223,0.0174881473005354,8392305798.56148
"Renta Media","2022-07","Ejecutivo=0, Correos=0",3050,1057,34.655737704918,1.74964542005664,3538942.74163934,27.5285245901639,0.0174964542005664,1004897051.81006
